Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Lcore 4,,,,Lcore 5,,,,Lcore 6,,,,Lcore 7,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
3442630,3673892,231262,,3299326,3299346,0,,3467003,3618931,151928,,3480819,3599705,118885,,3436622,3538986,102360,,3371672,3484484,112836,,3411927,3411954,41,,3476438,4077838,601368,,27386437,28705136,1318680,5258194560,5511376320,304375,0,0,0,
3443444,3673358,229914,,3297559,3297530,0,,3463725,3614215,150492,,3480336,3602019,121691,,3433839,3537816,103974,,3372617,3474770,102127,,3414287,3414590,300,,3475956,4079551,603595,,27381763,28693849,1312093,5257302336,5509216704,314393,0,0,0,
3441549,3669267,227718,,3298183,3298189,0,,3465094,3617921,152850,,3481601,3603398,121805,,3434957,3536025,101044,,3374951,3490908,115958,,3413701,3413920,223,,3476253,4082641,606388,,27386289,28712269,1325986,5258166336,5512769088,296521,0,0,0,
3443524,3676487,232963,,3298388,3298379,0,,3467711,3618400,150664,,3480964,3598001,117005,,3436065,3538969,102904,,3372601,3483897,111327,,3411614,3411788,171,,3476654,4079960,603338,,27387521,28705881,1318372,5258401728,5511527040,304297,0,0,0,
3441272,3671114,229842,,3298710,3298718,0,,3464425,3614727,150324,,3481090,3602731,121643,,3435890,3539240,103349,,3373819,3487096,113265,,3414123,3414329,189,,3476164,4080419,604224,,27385493,28708374,1322836,5258017344,5511994752,300896,0,0,0,
3440374,3669851,229477,,3297928,3297927,0,,3466693,3618919,152233,,3480996,3602478,121506,,3434334,3535095,100761,,3375100,3487923,112806,,3414520,3414577,67,,3475330,4080089,604758,,27385275,28706859,1321608,5257964928,5511722496,301529,0,0,0,
3442477,3675160,232683,,3297865,3297858,0,,3465694,3616955,151264,,3479970,3598445,118481,,3434873,3538124,103265,,3372962,3484048,111109,,3411949,3412106,156,,3475321,4082000,606679,,27381111,28704696,1323637,5257183104,5511304896,304379,0,0,0,
3442667,3671086,228419,,3298527,3298559,0,,3463297,3615379,152050,,3481299,3603404,122100,,3437390,3540407,103021,,3375311,3487707,112398,,3413636,3413818,195,,3476059,4078757,602698,,27388186,28709117,1320881,5258531712,5512156224,301271,0,0,0,
3440836,3668401,227565,,3299209,3299183,0,,3466598,3619718,153149,,3481643,3602272,120604,,3433356,3534707,101365,,3373185,3487848,114661,,3413701,3413950,242,,3475775,4082858,607084,,27384303,28708937,1324670,5257782336,5512105344,299726,0,0,0,
3442909,3675460,232551,,3296885,3296911,0,,3465708,3615658,149921,,3480001,3598725,118750,,3434277,3537729,103423,,3373166,3490096,116934,,3412086,3412509,400,,3476771,4080487,603747,,27381803,28707575,1325726,5257310784,5511867456,301061,0,0,0,
3441663,3668999,227336,,3297802,3297777,0,,3463676,3616199,152555,,3481000,3603365,122356,,3437337,3539907,102570,,3375990,3492491,116503,,3414089,3414283,215,,3475211,4081690,606449,,27386768,28714711,1327984,5258250432,5513208384,294949,0,0,0,
3440620,3671226,230606,,3300199,3300197,0,,3465827,3619394,153567,,3481868,3601421,119535,,3432953,3535573,102635,,3371842,3486237,114363,,3412922,3412978,62,,3476012,4081391,605377,,27382243,28708417,1326145,5257397376,5512024704,299751,0,0,0,
3443231,3676591,233360,,3297148,3297175,0,,3466134,3614887,148752,,3479826,3600111,120286,,3434487,3537897,103404,,3373825,3491159,117358,,3412771,3412926,146,,3476759,4082378,605621,,27384181,28713124,1328927,5257757376,5512911936,296568,0,0,0,
3441659,3668253,226594,,3297403,3297371,0,,3464506,3617128,152602,,3481439,3603738,122329,,3437592,3538897,101320,,3375207,3494543,119344,,3414980,3415149,172,,3476399,4082118,605735,,27389185,28717197,1328096,5258727168,5513705472,293176,0,0,0,
3441436,3670980,229544,,3300264,3300265,0,,3466833,3619158,152345,,3481323,3600877,119523,,3434774,3537744,102958,,3370979,3485567,114588,,3411784,3412111,336,,3476241,4081908,605649,,27383634,28708610,1324943,5257651776,5512048704,299008,0,0,0,
3444078,3674769,230691,,3296256,3296255,0,,3465444,3614475,149003,,3479506,3600467,120991,,3433502,3536525,103040,,3374855,3493125,118253,,3413245,3413462,185,,3476512,4080566,604054,,27383398,28709644,1326217,5257612032,5512256448,298572,0,0,0,
3440581,3667192,226611,,3298015,3298020,0,,3464471,3618189,153715,,3482109,3603880,121767,,3436975,3538187,101180,,3375546,3493225,117667,,3414167,3414393,258,,3475935,4083428,607493,,27387799,28716514,1328691,5258455872,5513570880,293426,0,0,0,
3442415,3674316,231901,,3300031,3300026,0,,3465294,3618364,153070,,3480178,3600269,120064,,3434421,3538461,104049,,3371012,3487547,116559,,3412454,3412519,63,,3476460,4081684,605254,,27382265,28713186,1330960,5257395264,5512928256,295925,0,0,0,
3442922,3673306,230384,,3296337,3296337,0,,3465012,3614963,149969,,3480758,3602954,122224,,3434883,3536841,101981,,3374138,3492634,118501,,3413871,3413911,37,,3476902,4082877,605945,,27384823,28713823,1329041,5257890240,5513061696,295229,0,0,0,
3440873,3668816,227943,,3298346,3298363,0,,3464153,3617597,153457,,3480863,3601544,120685,,3436806,3537304,100496,,3375708,3493639,117901,,3414264,3414451,162,,3475933,4082239,606308,,27386946,28713953,1326952,5258297088,5513074176,294848,0,0,0,
3441598,3673858,232260,,3299278,3299293,0,,3467075,3619000,151922,,3480926,3599320,118364,,3436572,3539077,102489,,3371826,3485459,113660,,3411774,3411902,128,,3476794,4077762,600966,,27385843,28705671,1319789,5258087424,5511486144,303882,0,0,0,
3442692,3672128,229436,,3297675,3297644,0,,3464495,3614073,149550,,3481159,3603064,121935,,3434468,3537880,103430,,3374716,3492276,117533,,3414459,3414669,210,,3475828,4080936,605111,,27385492,28712670,1327205,5258004480,5512831104,296842,0,0,0,
3440744,3667864,227120,,3298293,3298294,0,,3464742,3618383,153661,,3479798,3603285,123455,,3434113,3535872,101753,,3375241,3491612,116370,,3413704,3413929,249,,3476199,4079646,603445,,27382834,28708885,1326053,5257505280,5512108608,299158,0,0,0,
3441819,3674996,233177,,3298269,3298267,0,,3466257,3618121,151853,,3480244,3597576,117364,,3436452,3538922,102444,,3371685,3490250,118564,,3411748,3411869,122,,3476402,4083048,606645,,27382876,28713049,1330169,5257515072,5512909248,296433,0,0,0,
3441760,3671294,229534,,3298750,3298771,0,,3464811,3614858,150055,,3481536,3603134,121566,,3436009,3539286,103306,,3374829,3490830,116019,,3413966,3414181,215,,3476813,4081408,604627,,27388474,28713762,1325322,5258589504,5513052288,295701,0,0,0,
3440507,3668337,227830,,3297840,3297822,0,,3465754,3619024,153274,,3481956,3602825,120901,,3435094,3535074,99951,,3374168,3488893,114707,,3414274,3414472,171,,3476334,4081643,605279,,27385927,28708090,1322113,5258099136,5511954432,299655,0,0,0,
1065547,1137698,72151,,1020828,1020825,0,,1071817,1117292,45486,,1076087,1112567,36480,,1064237,1097273,33068,,1043357,1082207,38882,,1055131,1055111,12,,1075692,1263435,187773,,8472696,8886408,413852,1626743040,1706170368,89621,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
2139026,2256346,117320,,2016076,2016108,0,,2159103,2212703,53568,,2152480,2205628,53148,,2128395,2160151,31747,,2078455,2137420,58938,,2085972,2086125,153,,2183058,2512756,329669,,16942565,17587237,644543,3252974784,3376756032,143169,0,0,0,
3415310,3596794,181484,,3218129,3218101,0,,3449399,3528080,78681,,3442034,3523184,81142,,3401443,3452349,50904,,3323204,3417517,94337,,3331526,3331528,0,,3488721,4012753,524029,,27069766,28080306,1010577,5197404864,5391415488,230412,0,0,0,
3414927,3593596,178669,,3218555,3218551,0,,3450437,3530197,79790,,3441278,3524366,83092,,3404431,3453660,49232,,3324883,3418802,93918,,3332112,3332134,0,,3489741,4013879,524165,,27076364,28085185,1008866,5198658816,5392356480,224977,0,0,0,
3413004,3597145,184141,,3220215,3220216,0,,3451739,3531684,79945,,3441847,3523866,81991,,3400683,3450368,49689,,3321329,3414548,93193,,3331253,3331234,0,,3488856,4013855,525004,,27068926,28082916,1013963,5197228800,5391919680,226644,0,0,0,
3415916,3599733,183817,,3218554,3218585,0,,3450850,3530438,79590,,3439304,3519132,79856,,3403926,3454308,50386,,3321781,3416074,94294,,3329750,3329774,0,,3488970,4012848,523878,,27069051,28080892,1011821,5197256448,5391534336,229400,0,0,0,
3416269,3599389,183120,,3217990,3217960,0,,3448810,3527349,78507,,3440461,3521777,81320,,3400015,3451122,51081,,3322781,3417923,95169,,3331537,3331511,0,,3488945,4012637,523663,,27066808,28079668,1012860,5196832896,5391292608,229352,0,0,0,
3414492,3594685,180193,,3219007,3219026,0,,3449888,3529940,80084,,3442155,3523044,80857,,3405540,3455238,49724,,3324689,3418391,93704,,3331718,3331726,0,,3488741,4013691,524966,,27076230,28085741,1009528,5198637120,5392467072,225815,0,0,0,
3414078,3595111,181033,,3218897,3218876,0,,3450486,3530734,80248,,3441865,3523195,81330,,3400103,3449427,49324,,3322491,3414991,92468,,3332152,3332141,0,,3488287,4012232,523926,,27068359,28076707,1008329,5197121856,5390736000,232339,0,0,0,
3414188,3598316,184128,,3219931,3219963,0,,3450910,3531392,80482,,3440034,3519553,79519,,3403783,3454083,50294,,3320698,3416511,95832,,3329494,3329502,0,,3488713,4012027,523340,,27067751,28081347,1013595,5197008192,5391612096,229207,0,0,0,
3417174,3600697,183523,,3217413,3217391,0,,3449740,3528103,78331,,3440084,3521477,81417,,3400320,3451097,50776,,3322931,3416594,93671,,3331132,3331156,0,,3488831,4011760,522903,,27067625,28078275,1010621,5196991680,5391029568,230892,0,0,0,
3414284,3595147,180863,,3219360,3219354,0,,3449830,3529070,79245,,3442199,3523720,81497,,3404353,3455034,50688,,3322481,3417446,94966,,3332149,3332122,0,,3488563,4013296,524733,,27073219,28085189,1011992,5198052864,5392353216,225950,0,0,0,
3414677,3595668,180991,,3217970,3217997,0,,3451817,3530987,79191,,3441069,3522798,81748,,3401648,3450109,48453,,3324496,3417174,92650,,3331864,3331866,0,,3489925,4013746,523823,,27073466,28080345,1006856,5198109312,5391426624,229502,0,0,0,
3413493,3598400,184907,,3220217,3220211,0,,3451854,3531844,79994,,3441799,3522063,80245,,3403319,3452926,49613,,3320028,3414465,94468,,3330302,3330298,0,,3489015,4012797,523780,,27070027,28083004,1013007,5197440192,5391930048,226968,0,0,0,
3416519,3600555,184036,,3217583,3217559,0,,3450451,3528618,78137,,3438997,3520129,81164,,3401689,3452246,50533,,3322358,3415852,93495,,3331256,3331253,0,,3489704,4012084,522380,,27068557,28078296,1009745,5197157184,5391035712,232216,0,0,0,
3414931,3595126,180195,,3218443,3218442,0,,3448880,3528515,79660,,3442006,3524309,82300,,3402806,3453443,50663,,3323230,3416615,93380,,3331784,3331795,0,,3489286,4013797,524512,,27071366,28082042,1010710,5197710144,5391756288,227487,0,0,0,
3413952,3594142,180190,,3218305,3218313,0,,3450477,3530661,80184,,3441348,3522385,81036,,3402989,3452535,49515,,3324594,3417972,93369,,3332001,3331998,0,,3488183,4014584,526432,,27071849,28082590,1010726,5197793472,5391852672,229961,0,0,0,
3411630,3595003,183373,,3220702,3220702,0,,3451692,3531825,80134,,3441701,3522327,80598,,3401119,3451355,50235,,3321279,3412771,91475,,3330623,3330615,0,,3488485,4011986,523501,,27067231,28076584,1009316,5196907776,5390704704,232395,0,0,0,
3416073,3600989,184916,,3217561,3217556,0,,3449854,3529612,79732,,3439771,3518531,78766,,3403600,3453364,49785,,3322447,3416971,94553,,3330122,3330152,0,,3488917,4008648,519699,,27068345,28075823,1007451,5197122432,5390555712,234895,0,0,0,
3415080,3596789,181709,,3218513,3218514,0,,3448511,3527615,79116,,3440810,3520626,79840,,3401037,3451878,50841,,3323151,3416007,92852,,3331357,3331336,0,,3488155,4012144,523989,,27066614,28074909,1008347,5196792960,5390382144,234164,0,0,0,
3415222,3594531,179309,,3218508,3218510,0,,3450194,3530218,80040,,3441339,3524070,82729,,3404736,3454353,49628,,3324670,3418404,93739,,3332280,3332279,0,,3488963,4010684,521721,,27075912,28083049,1007166,5198572032,5391952512,229546,0,0,0,
3411353,3593368,182015,,3219360,3219361,0,,3451385,3531071,79680,,3441236,3523514,82279,,3401308,3450410,49070,,3322943,3413835,90863,,3332009,3332001,0,,3489118,4013167,524050,,27068712,28076727,1007957,5197188864,5390728704,231585,0,0,0,
3414654,3598296,183642,,3219715,3219712,0,,3451602,3530732,79140,,3440971,3519808,78808,,3404680,3454118,49464,,3320371,3415746,95401,,3329569,3329569,0,,3488998,4013133,524153,,27070560,28081114,1010608,5197556352,5391575616,229317,0,0,0,
3416072,3599422,183350,,3217992,3218019,0,,3450008,3528123,78106,,3439768,3521549,81813,,3399807,3450847,51046,,3323247,3415289,92039,,3331016,3331019,0,,3488675,4007277,518615,,27066585,28071545,1004969,5196782784,5389744512,238120,0,0,0,
3414913,3595950,181037,,3218878,3218879,0,,3448709,3529485,80754,,3441642,3523696,82051,,3404333,3455106,50773,,3323156,3417600,94436,,3331804,3331827,0,,3488500,4013692,525173,,27071935,28086235,1014224,5197820352,5392553664,224142,0,0,0,
3413273,3593766,180493,,3217615,3217585,0,,3450768,3530807,80068,,3441361,3523512,82152,,3401720,3449948,48211,,3324365,3414957,90575,,3331975,3331951,0,,3489282,4009821,520526,,27070359,28072347,1002025,5197493760,5389884480,236561,0,0,0,
3413923,3598183,184260,,3221003,3221007,0,,3451803,3531472,79671,,3441170,3520104,78907,,3402787,3453600,50830,,3319492,3412899,93439,,3330225,3330252,0,,3488347,4008617,520271,,27068750,28076134,1007378,5197200384,5390614656,234655,0,0,0,
3415733,3598789,183056,,3217262,3217287,0,,3450633,3528519,77854,,3439117,3521209,82089,,3400530,3451164,50602,,3323362,3418939,95575,,3331181,3331170,0,,3489423,4010628,521205,,27067241,28077705,1010381,5196913152,5390918016,232677,0,0,0,
3414351,3594413,180062,,3218919,3218891,0,,3447996,3528585,80589,,3441913,3523515,81623,,3404148,3454417,50293,,3322955,3416186,93233,,3331929,3331941,0,,3488170,4011973,523803,,27070381,28079921,1009603,5197513152,5391345600,231577,0,0,0,
3412812,3592493,179681,,3217914,3217916,0,,3450856,3531243,80410,,3441007,3522815,81817,,3401612,3451355,49719,,3324040,3408385,84345,,3331563,3331533,0,,3488023,4010167,522146,,27067827,28065907,998118,5197026432,5388666240,243008,0,0,0,
3411376,3594711,183335,,3220590,3220617,0,,3451179,3531223,80051,,3441730,3521696,79939,,3401978,3451669,49716,,3320694,3414132,93406,,3330741,3330741,0,,3488716,4013520,524801,,27067004,28078309,1011248,5196868224,5391035712,231090,0,0,0,
3415086,3600617,185531,,3217651,3217619,0,,3450438,3529634,79166,,3439360,3519472,80109,,3402570,3453270,50692,,3322402,3410732,88340,,3330831,3330831,0,,3489478,4010790,521312,,27067816,28072965,1005150,5197017216,5390005056,237728,0,0,0,
3416272,3596832,180560,,3217993,3217995,0,,3448538,3528091,79569,,3441452,3524666,83236,,3401305,3452225,50932,,3323708,3413252,89566,,3331538,3331570,0,,3488204,4010803,522599,,27069010,28075434,1006462,5197257216,5390480832,234020,0,0,0,
3413852,3592792,178940,,3218560,3218558,0,,3450346,3530161,79824,,3442067,3523243,81186,,3404941,3453778,48808,,3324581,3417912,93316,,3332145,3332116,0,,3488925,4013887,524994,,27075417,28082447,1007068,5198463936,5391833088,229221,0,0,0,
3413759,3594823,181064,,3220191,3220195,0,,3451556,3531673,80109,,3441924,3524810,82856,,3400613,3450339,49758,,3321513,3404672,83142,,3331291,3331320,0,,3488067,4012146,524064,,27068914,28069978,1000993,5197248768,5389435008,239556,0,0,0,
3414303,3598391,184088,,3218676,3218704,0,,3450511,3530458,79962,,3438934,3518563,79627,,3403563,3454306,50743,,3321046,3416700,95686,,3329715,3329713,0,,3489226,4010944,521733,,27065974,28077779,1011839,5196647232,5390929728,232629,0,0,0,
3415942,3597555,181613,,3217887,3217857,0,,3449261,3527415,78125,,3440316,3520852,80568,,3400804,3451106,50300,,3323421,3417859,94438,,3331488,3331459,0,,3489816,4010926,521078,,27068935,28075029,1006122,5197240512,5390401920,234095,0,0,0,
3415561,3595013,179452,,3219017,3219016,0,,3449386,3529943,80586,,3441947,3523934,81957,,3405427,3455279,49837,,3323903,3418214,94311,,3331752,3331768,0,,3489296,4011764,522468,,27076289,28084931,1008611,5198657664,5392306752,226612,0,0,0,
3413727,3594281,180554,,3218882,3218882,0,,3450396,3530732,80329,,3441881,3524726,82844,,3400563,3449405,48854,,3323054,3415658,92572,,3332118,3332105,0,,3488871,4013918,525049,,27069492,28079707,1010202,5197330944,5391303936,229178,0,0,0,
3415473,3599223,183750,,3220088,3220094,0,,3452503,3531462,78934,,3440020,3520033,80015,,3403916,3454213,50289,,3320715,3413756,93073,,3329472,3329468,0,,3488646,4013161,524527,,27070833,28081410,1010588,5197611648,5391637440,229873,0,0,0,
3415601,3598480,182879,,3217278,3217271,0,,3449634,3528020,78418,,3439808,3521656,81876,,3399547,3450926,51392,,3322942,3417739,94797,,3331403,3331434,0,,3488360,4011509,523135,,27064573,28077035,1012497,5196389184,5390794176,231890,0,0,0,
3415164,3595092,179928,,3219474,3219474,0,,3449763,3529070,79307,,3442897,3522674,79746,,3404161,3455083,50912,,3323117,3417007,93886,,3331936,3331905,0,,3489031,4013215,524216,,27075543,28083520,1007995,5198503872,5392036032,227544,0,0,0,
3413905,3593795,179890,,3217917,3217922,0,,3450414,3530979,80564,,3440030,3522759,82743,,3401326,3450158,48830,,3324031,3416699,92640,,3331824,3331830,0,,3488669,4013402,524701,,27068116,28077544,1009368,5197077312,5390882880,232269,0,0,0,
3415443,3597240,181797,,3220382,3220409,0,,3451290,3531800,80510,,3441938,3521273,79321,,3402999,3452769,49782,,3320493,3412378,91902,,3330304,3330298,0,,3488993,4008526,519565,,27071842,28074693,1002877,5197798464,5390348352,235215,0,0,0,
3415561,3600209,184648,,3217371,3217339,0,,3450214,3528835,78592,,3439325,3521363,82038,,3402193,3452343,50144,,3322512,3417387,94872,,3331275,3331276,0,,3488849,4012799,523918,,27067300,28081551,1014212,5196925632,5391648384,228831,0,0,0,
3415530,3597152,181622,,3218514,3218514,0,,3448639,3528331,79690,,3441896,3523857,81978,,3403097,3453406,50315,,3323298,3418799,95519,,3331808,3331809,0,,3489388,4012530,523142,,27072170,28084398,1012266,5197850880,5392205952,225439,0,0,0,
3414059,3592984,178925,,3218377,3218398,0,,3450879,3530579,79732,,3441510,3523728,82233,,3403124,3452610,49454,,3324209,3415590,91381,,3331961,3331963,0,,3489077,4013275,524207,,27073196,28079127,1005932,5198056128,5391192960,232620,0,0,0,
3413153,3596800,183647,,3220597,3220597,0,,3451559,3531862,80290,,3442261,3524016,81723,,3400880,3451218,50370,,3320849,3410782,89902,,3330737,3330765,0,,3488544,4011042,522518,,27068580,28077082,1008450,5197169664,5390795328,232409,0,0,0,
3414425,3598390,183965,,3217556,3217535,0,,3450795,3529602,78788,,3439814,3518074,78288,,3403632,3453464,49810,,3321946,3416533,94610,,3330033,3330031,0,,3489327,4008792,519436,,27067528,28072421,1004897,5196963840,5389908480,237768,0,0,0,
3416249,3598061,181812,,3218491,3218491,0,,3448883,3527639,78785,,3440515,3522401,81885,,3401214,3451921,50719,,3323346,3416110,92740,,3331358,3331328,0,,3488466,4009490,521024,,27068522,28075441,1006965,5197151424,5390484288,234028,0,0,0,
3412492,3592153,179661,,3218505,3218508,0,,3450649,3530228,79582,,3441095,3524255,83165,,3404633,3454464,49832,,3323986,3417093,93137,,3332267,3332278,0,,3488640,4010560,521952,,27072267,28079539,1007329,5197874496,5391270720,232150,0,0,0,
3413837,3594720,180883,,3219449,3219448,0,,3451041,3531108,80065,,3441338,3523864,82526,,3401381,3450367,48963,,3322126,3410768,88612,,3332130,3332125,0,,3488554,4013503,524917,,27069856,28075903,1005966,5197415424,5390575680,232940,0,0,0,
3414105,3597511,183406,,3219703,3219724,0,,3451278,3530756,79478,,3440162,3519448,79256,,3403931,3453978,50079,,3321257,3415104,93869,,3329501,3329495,0,,3488585,4012505,523952,,27068522,28078521,1010040,5197154304,5391074880,232696,0,0,0,
3416159,3599100,182941,,3218080,3218089,0,,3449282,3528051,78760,,3439350,3521341,81989,,3400352,3450963,50596,,3323077,3418073,95006,,3331072,3331073,0,,3488739,4008452,519713,,27066111,28075142,1009005,5196698304,5390426880,234935,0,0,0,
3414580,3594111,179531,,3218919,3218919,0,,3449072,3529685,80597,,3441678,3524168,82521,,3404141,3455052,50911,,3322815,3417697,94882,,3331818,3331819,0,,3489315,4011574,522229,,27072338,28083025,1010671,5197882752,5391937344,227903,0,0,0,
3412933,3592834,179901,,3217509,3217483,0,,3450516,3530568,80079,,3441677,3523367,81690,,3401202,3449979,48782,,3322903,3416791,93856,,3331885,3331899,0,,3488712,4013329,524618,,27067337,28076250,1008926,5196939456,5390640768,231948,0,0,0,
3414569,3598278,183709,,3220979,3220982,0,,3451852,3531624,79772,,3440656,3519836,79152,,3403513,3453633,50123,,3320258,3413607,93380,,3330290,3330277,0,,3488915,4013829,524911,,27071032,28082066,1011047,5197631040,5391763968,229236,0,0,0,
3414550,3599550,185000,,3217395,3217418,0,,3450250,3528548,78268,,3439955,3521500,81569,,3401362,3451189,49802,,3323385,3417394,94005,,3331160,3331158,0,,3489215,4011518,522303,,27067272,28078275,1010947,5196921024,5391034560,231214,0,0,0,
3416113,3596621,180508,,3218776,3218751,0,,3448464,3528588,80122,,3441869,3524406,82542,,3403474,3454286,50830,,3323642,3416764,93125,,3332110,3332141,0,,3489316,4008800,519516,,27073764,28080357,1006643,5198152512,5391424512,229703,0,0,0,
3413557,3592939,179382,,3217963,3217956,0,,3451031,3531209,80210,,3440780,3522990,82204,,3402447,3451380,48915,,3324411,3414956,90515,,3331331,3331304,0,,3488543,4011239,522686,,27070063,28073973,1003912,5197459968,5390201280,236975,0,0,0,
3414214,3597430,183216,,3220598,3220598,0,,3451217,3531296,80050,,3441468,3521564,80070,,3402239,3451817,49578,,3321070,3411837,90769,,3330827,3330822,0,,3489115,4012070,522934,,27070748,28077434,1006617,5197572864,5390858688,232261,0,0,0,
3415511,3599465,183954,,3217684,3217693,0,,3450607,3529576,78998,,3439332,3519843,80541,,3403260,3453226,49998,,3322649,3415137,92486,,3330800,3330803,0,,3489409,4009861,520454,,27069252,28075604,1006431,5197304448,5390528832,234888,0,0,0,
3415352,3597419,182067,,3217936,3217932,0,,3449041,3528087,79046,,3441935,3522568,80635,,3401148,3452147,50999,,3323210,3416056,92865,,3331540,3331537,0,,3488903,4012106,523200,,27069065,28077852,1008812,5197257216,5390940096,231582,0,0,0,
3319445,3491976,172531,,3128544,3128539,0,,3353562,3431265,77703,,3345231,3425094,79863,,3309243,3357196,47953,,3231645,3322073,90441,,3238859,3238859,0,,3391758,3900813,509087,,26318287,27295815,977578,5053104384,5240788032,223229,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
