Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
1279263,1279263,0,,3516208,3516195,0,,14684081,14684051,0,,2555028,2555028,0,,22034580,22034537,0,4230632832,4230633024,1390505,0,0,0,
1279239,1279239,0,,3516189,3516190,0,,14686771,14686803,0,,2555364,2555364,0,,22037563,22037596,0,4231217856,4231211904,1388050,0,0,0,
1279193,1279193,0,,3516013,3516023,0,,14689184,14689183,0,,2554920,2554920,0,,22039310,22039319,0,4231548096,4231548096,1384939,0,0,0,
1279178,1279178,0,,3516223,3516212,0,,14684645,14684646,0,,2555063,2555066,0,,22035109,22035102,0,4230733632,4230743808,1389892,0,0,0,
1279141,1279141,0,,3516062,3516064,0,,14682495,14682495,0,,2554919,2554917,0,,22032617,22032617,0,4230268800,4230264960,1392084,0,0,0,
1279458,1279458,0,,3516673,3516671,0,,14687381,14687381,0,,2555398,2555397,0,,22038910,22038907,0,4231469952,4231478016,1386902,0,0,0,
1279149,1279149,0,,3515967,3515971,0,,14683327,14683327,0,,2554889,2554889,0,,22033332,22033336,0,4230400704,4230392832,1389955,0,0,0,
1279197,1279197,0,,3516073,3516069,0,,14687340,14687308,0,,2554929,2554929,0,,22037539,22037503,0,4231200192,4231205952,1387600,0,0,0,
1279264,1279264,0,,3516307,3516307,0,,14682166,14682166,0,,2555449,2555449,0,,22033186,22033186,0,4230371904,4230366336,1392793,0,0,0,
1279186,1279186,0,,3516164,3516164,0,,14693950,14693982,0,,2555037,2555037,0,,22044337,22044369,0,4232518656,4232527296,1380680,0,0,0,
630487,630487,0,,1733195,1733195,0,,7246209,7246177,0,,1259307,1259307,0,,10869198,10869166,0,2086879872,2086864512,685464,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
958801,958801,0,,2635122,2635152,0,,11217019,11217019,0,,1914781,1914781,0,,16725723,16725753,0,3211344576,3211350720,819997,0,0,0,
1254621,1254621,0,,3448884,3448872,0,,14698028,14698060,0,,2506192,2506192,0,,21907725,21907745,0,4206280896,4206288960,1068249,0,0,0,
1254626,1254626,0,,3448473,3448475,0,,14697016,14697016,0,,2506140,2506140,0,,21906255,21906257,0,4206007488,4206009024,1068550,0,0,0,
1254787,1254787,0,,3448870,3448850,0,,14695800,14695800,0,,2505849,2505849,0,,21905306,21905286,0,4205814912,4205805504,1070229,0,0,0,
1254668,1254668,0,,3448911,3448912,0,,14695834,14695834,0,,2506269,2506272,0,,21905682,21905686,0,4205886336,4205890368,1070402,0,0,0,
1254589,1254589,0,,3448448,3448447,0,,14697690,14697690,0,,2506087,2506084,0,,21906814,21906810,0,4206114240,4206104064,1068007,0,0,0,
1254785,1254785,0,,3448810,3448816,0,,14697799,14697799,0,,2505827,2505827,0,,21907221,21907227,0,4206186240,4206192384,1068124,0,0,0,
1254705,1254705,0,,3448936,3448930,0,,14697957,14697957,0,,2506353,2506370,0,,21907951,21907962,0,4206328704,4206339840,1068299,0,0,0,
1254545,1254545,0,,3448415,3448417,0,,14692856,14692854,0,,2506011,2505996,0,,21901827,21901812,0,4205147904,4205136192,1072687,0,0,0,
1254782,1254782,0,,3448782,3448780,0,,14695403,14695405,0,,2505807,2505805,0,,21904774,21904772,0,4205716224,4205717568,1070348,0,0,0,
